method_id,method,scale,dimension,evaluation,n_runs,success_rate,mean_best_so_far,std_best_so_far,q25_best_so_far,q75_best_so_far,sem_best_so_far
ft_hsbo,FT-HSBO,medium,40-D,46,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,47,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,48,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,49,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,50,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,51,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,52,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,53,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,54,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,55,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,56,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,57,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,58,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,59,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,60,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,61,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,62,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,63,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,64,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,65,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,66,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,67,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,68,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,69,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,70,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,71,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,72,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,73,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,74,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,75,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,76,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,77,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,78,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,79,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
ft_hsbo,FT-HSBO,medium,40-D,80,20,1.0,38.43700198983948,13.44289166218136,30.699628210433296,42.83830698045722,3.005921957080266
