method,method_id,scale,dimension,seed,budget,utility,best_eval_idx,success,first_feasible_index,positive_eval_rate,served_ratio,served_priority,served_count,outage_ratio_mean,energy_at_best,channel_model,window_width,rate_threshold_mbps,source_log
FT-HSBO,ft_hsbo,medium,40-D,10,300,31.758815,7,True,1.0,0.053333,0.15,32.732392,3,0.187632,97.357724,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_10.csv
FT-HSBO,ft_hsbo,medium,40-D,11,300,36.580382,10,True,1.0,0.04,0.15,38.202873,3,0.17042,162.249148,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_11.csv
FT-HSBO,ft_hsbo,medium,40-D,12,300,36.66573,1,True,1.0,0.043333,0.15,37.911187,3,0.125717,124.545723,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_12.csv
FT-HSBO,ft_hsbo,medium,40-D,13,300,42.568908,13,True,1.0,0.033333,0.2,43.871093,4,0.110326,130.218495,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_13.csv
FT-HSBO,ft_hsbo,medium,40-D,14,300,47.443278,10,True,1.0,0.04,0.2,53.259853,4,0.25544,181.657539,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_14.csv
FT-HSBO,ft_hsbo,medium,40-D,15,300,19.435975,28,True,1.0,0.036667,0.1,21.412117,2,0.095018,197.614256,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_15.csv
FT-HSBO,ft_hsbo,medium,40-D,16,300,22.889479,7,True,1.0,0.023333,0.1,24.41542,2,0.125354,152.594088,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_16.csv
FT-HSBO,ft_hsbo,medium,40-D,17,300,40.82255,1,True,1.0,0.05,0.2,42.500009,4,0.206997,167.745895,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_17.csv
FT-HSBO,ft_hsbo,medium,40-D,18,300,27.522069,1,True,1.0,0.036667,0.15,29.441251,3,0.07006,191.918227,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_18.csv
FT-HSBO,ft_hsbo,medium,40-D,19,300,72.399095,1,True,1.0,0.076667,0.35,74.166945,7,0.240912,176.785013,distance,30.0,15.0,logs/main/medium/ft_hsbo/seed_19.csv
FT-HSBO,ft_hsbo,large,80-D,0,300,46.110009,10,True,1.0,0.033333,0.1,51.223911,4,0.133576,311.390263,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_0.csv
FT-HSBO,ft_hsbo,large,80-D,1,300,54.977834,7,True,1.0,0.033333,0.15,58.487306,6,0.19557,150.947154,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_1.csv
FT-HSBO,ft_hsbo,large,80-D,2,300,61.200047,10,True,1.0,0.043333,0.125,67.441452,5,0.188837,224.140479,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_2.csv
FT-HSBO,ft_hsbo,large,80-D,3,300,67.938282,7,True,1.0,0.026667,0.15,74.216942,6,0.133458,227.866015,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_3.csv
FT-HSBO,ft_hsbo,large,80-D,4,300,47.638527,16,True,1.0,0.036667,0.1,51.753776,4,0.078517,211.524932,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_4.csv
FT-HSBO,ft_hsbo,large,80-D,5,300,62.989972,10,True,1.0,0.066667,0.125,69.435113,5,0.193683,244.514013,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_5.csv
FT-HSBO,ft_hsbo,large,80-D,6,300,65.030412,10,True,1.0,0.036667,0.125,68.775071,5,0.14832,174.465923,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_6.csv
FT-HSBO,ft_hsbo,large,80-D,7,300,47.540084,1,True,1.0,0.043333,0.1,54.700689,4,0.150068,316.060522,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_7.csv
FT-HSBO,ft_hsbo,large,80-D,8,300,45.757778,10,True,1.0,0.023333,0.1,50.539463,4,0.150256,278.168534,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_8.csv
FT-HSBO,ft_hsbo,large,80-D,9,300,43.490408,7,True,1.0,0.016667,0.125,47.49673,5,0.106982,200.632189,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_9.csv
FT-HSBO,ft_hsbo,large,80-D,10,300,57.568289,1,True,1.0,0.033333,0.15,66.221396,6,0.198569,265.310682,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_10.csv
FT-HSBO,ft_hsbo,large,80-D,11,300,35.531383,1,True,1.0,0.033333,0.075,39.142869,3,0.204329,361.148601,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_11.csv
FT-HSBO,ft_hsbo,large,80-D,12,300,64.673459,7,True,1.0,0.04,0.15,70.29551,6,0.193579,162.205079,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_12.csv
FT-HSBO,ft_hsbo,large,80-D,13,300,50.070612,10,True,1.0,0.043333,0.1,56.402602,4,0.161319,233.198979,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_13.csv
FT-HSBO,ft_hsbo,large,80-D,14,300,31.655896,1,True,1.0,0.03,0.075,38.850366,3,0.25724,319.447031,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_14.csv
FT-HSBO,ft_hsbo,large,80-D,15,300,44.677045,10,True,1.0,0.033333,0.1,47.333956,4,0.151248,265.691121,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_15.csv
FT-HSBO,ft_hsbo,large,80-D,16,300,70.364626,1,True,1.0,0.043333,0.15,75.161866,6,0.192993,279.724056,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_16.csv
FT-HSBO,ft_hsbo,large,80-D,17,300,44.206936,10,True,1.0,0.043333,0.1,50.542092,4,0.128908,233.51559,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_17.csv
FT-HSBO,ft_hsbo,large,80-D,18,300,47.22505,10,True,1.0,0.033333,0.1,51.35018,4,0.164963,212.51298,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_18.csv
FT-HSBO,ft_hsbo,large,80-D,19,300,46.6328,10,True,1.0,0.026667,0.125,50.800752,5,0.239907,216.795247,distance,30.0,15.0,logs/main/large/ft_hsbo/seed_19.csv
